backend,attributes,run,prove_or_present_ms,verify_ms,proof_bytes,vp_bytes,peak_rss_mb,synthetic_from_summary
AnonCreds,4,43,94.94547845901126,84.928696653437,18037.0,18037.0,285.35,True
AnonCreds,4,44,86.71821341975979,79.13848886373873,18037.0,18037.0,285.35,True
AnonCreds,4,45,88.19264590135774,85.65964594059692,18037.0,18037.0,285.35,True
AnonCreds,4,46,92.79534732789843,87.25126679057826,18037.0,18037.0,285.35,True
AnonCreds,4,47,89.14717161328348,83.36892960643571,18037.0,18037.0,285.35,True
AnonCreds,4,48,86.38711188932248,85.19529384312844,18037.0,18037.0,285.35,True
AnonCreds,4,49,87.30868448422464,94.32333607772094,18037.0,18037.0,285.35,True
AnonCreds,4,50,89.06264229366995,87.3362338500321,18037.0,18037.0,285.35,True
AnonCreds,8,1,98.41747521142415,85.96089460940577,18803.5,18803.5,286.5,True
AnonCreds,8,2,92.24627554477792,90.99240004785435,18803.5,18803.5,286.5,True
AnonCreds,8,3,100.33044508641416,89.61527144186974,18803.5,18803.5,286.5,True
AnonCreds,8,4,100.31042516425349,92.11235097460596,18803.5,18803.5,286.5,True
AnonCreds,8,5,101.18151430343399,104.23632458518733,18803.5,18803.5,286.5,True
AnonCreds,8,6,101.34736886880474,88.66434923455927,18803.5,18803.5,286.5,True
AnonCreds,8,7,103.55006071485062,97.63678056271857,18803.5,18803.5,286.5,True
AnonCreds,8,8,109.37918133320125,90.47222194231985,18803.5,18803.5,286.5,True
AnonCreds,8,9,101.52138666812064,105.40659047207707,18803.5,18803.5,286.5,True
AnonCreds,8,10,89.83079040206064,90.57737440250094,18803.5,18803.5,286.5,True
AnonCreds,8,11,91.38730139903726,89.90576742735226,18803.5,18803.5,286.5,True
AnonCreds,8,12,90.2085524975826,89.07936179108125,18803.5,18803.5,286.5,True
AnonCreds,8,13,93.35461170653214,100.58410591792058,18803.5,18803.5,286.5,True
AnonCreds,8,14,104.35512427066473,86.06030655970359,18803.5,18803.5,286.5,True
AnonCreds,8,15,99.86324977512845,90.70432049796524,18803.5,18803.5,286.5,True
AnonCreds,8,16,91.56765031651824,93.23097582017202,18803.5,18803.5,286.5,True
AnonCreds,8,17,113.50599681247351,99.00693405380407,18803.5,18803.5,286.5,True
AnonCreds,8,18,104.67664797316453,96.32201569021245,18803.5,18803.5,286.5,True
AnonCreds,8,19,101.98029373436675,84.67527355198467,18803.5,18803.5,286.5,True
AnonCreds,8,20,90.36359032341352,92.3511517637956,18803.5,18803.5,286.5,True
AnonCreds,8,21,91.95206316154643,94.02142047401902,18803.5,18803.5,286.5,True
AnonCreds,8,22,91.35962591150984,98.26249283319468,18803.5,18803.5,286.5,True
AnonCreds,8,23,92.25099047958483,95.63885349177653,18803.5,18803.5,286.5,True
AnonCreds,8,24,107.94095181423403,94.71211993188163,18803.5,18803.5,286.5,True
AnonCreds,8,25,105.23348814701833,96.21633070670768,18803.5,18803.5,286.5,True
AnonCreds,8,26,97.72956243289545,98.24480351152056,18803.5,18803.5,286.5,True
AnonCreds,8,27,89.97810022412072,92.02373277292862,18803.5,18803.5,286.5,True
AnonCreds,8,28,84.62714635793007,90.49622881451306,18803.5,18803.5,286.5,True
AnonCreds,8,29,91.32224275933604,95.88137432568364,18803.5,18803.5,286.5,True
AnonCreds,8,30,88.25205737120162,91.175412681519,18803.5,18803.5,286.5,True
AnonCreds,8,31,100.36429522072092,94.38714212506385,18803.5,18803.5,286.5,True
AnonCreds,8,32,113.07589111934861,100.74324395581405,18803.5,18803.5,286.5,True
AnonCreds,8,33,109.05424459578599,93.64246440596277,18803.5,18803.5,286.5,True
AnonCreds,8,34,100.93885605896793,97.04496328165826,18803.5,18803.5,286.5,True
AnonCreds,8,35,109.97606737658928,96.31195238419768,18803.5,18803.5,286.5,True
AnonCreds,8,36,101.29294672635372,101.39378031769259,18803.5,18803.5,286.5,True
AnonCreds,8,37,93.25466359625636,97.22378745104987,18803.5,18803.5,286.5,True
AnonCreds,8,38,93.71223807037656,84.10629381700078,18803.5,18803.5,286.5,True
AnonCreds,8,39,95.11266303386793,94.6671554668221,18803.5,18803.5,286.5,True
AnonCreds,8,40,104.90550932276898,94.71419552232307,18803.5,18803.5,286.5,True
AnonCreds,8,41,105.85430873649548,89.44082524795792,18803.5,18803.5,286.5,True
AnonCreds,8,42,99.00299359648812,87.61181983556034,18803.5,18803.5,286.5,True
AnonCreds,8,43,93.69497637971477,99.02238245093996,18803.5,18803.5,286.5,True
AnonCreds,8,44,95.9843634282515,87.23916292052537,18803.5,18803.5,286.5,True
AnonCreds,8,45,94.39484960041545,95.44742179028773,18803.5,18803.5,286.5,True
AnonCreds,8,46,92.42056505643124,88.29475585063786,18803.5,18803.5,286.5,True
AnonCreds,8,47,106.33983661075925,90.31776500339029,18803.5,18803.5,286.5,True
AnonCreds,8,48,105.55034192105838,94.27812757951172,18803.5,18803.5,286.5,True
AnonCreds,8,49,101.39198866730172,88.18979540389915,18803.5,18803.5,286.5,True
AnonCreds,8,50,85.62088358159244,95.90468911915418,18803.5,18803.5,286.5,True
AnonCreds,16,1,113.25300558499302,114.04428331965187,20340.5,20340.5,290.96,True
AnonCreds,16,2,104.68152175783624,121.18259238482335,20340.5,20340.5,290.96,True
AnonCreds,16,3,125.48724057550969,109.55460774858604,20340.5,20340.5,290.96,True
AnonCreds,16,4,117.53089537682374,106.1655455634169,20340.5,20340.5,290.96,True
AnonCreds,16,5,115.35092848700019,110.24008348700384,20340.5,20340.5,290.96,True
AnonCreds,16,6,100.9183354093904,116.33411007334135,20340.5,20340.5,290.96,True
AnonCreds,16,7,96.45646017792248,104.89163309750502,20340.5,20340.5,290.96,True
AnonCreds,16,8,111.90530290724443,121.77790917468249,20340.5,20340.5,290.96,True
AnonCreds,16,9,104.25594051078349,102.98459132744114,20340.5,20340.5,290.96,True
AnonCreds,16,10,96.47199101765938,99.24421412562255,20340.5,20340.5,290.96,True
AnonCreds,16,11,110.21142194441535,95.94130647227574,20340.5,20340.5,290.96,True
AnonCreds,16,12,121.32911906312441,112.33440693152598,20340.5,20340.5,290.96,True
AnonCreds,16,13,105.84166126413064,110.26907706581477,20340.5,20340.5,290.96,True
AnonCreds,16,14,109.74128534410728,119.42958503363283,20340.5,20340.5,290.96,True
AnonCreds,16,15,108.57798052677097,108.72887929769982,20340.5,20340.5,290.96,True
AnonCreds,16,16,108.41658133372805,119.79345005393041,20340.5,20340.5,290.96,True
AnonCreds,16,17,118.0530439460666,97.504493423126,20340.5,20340.5,290.96,True
AnonCreds,16,18,121.17555991280078,104.1069288895698,20340.5,20340.5,290.96,True
AnonCreds,16,19,111.65290013564073,120.46895731879582,20340.5,20340.5,290.96,True
AnonCreds,16,20,109.66155442089757,105.24912064480652,20340.5,20340.5,290.96,True
AnonCreds,16,21,114.85441408354035,109.23431751754025,20340.5,20340.5,290.96,True
AnonCreds,16,22,104.34653012414792,108.15066003696178,20340.5,20340.5,290.96,True
AnonCreds,16,23,105.80667079546444,114.04330874057604,20340.5,20340.5,290.96,True
AnonCreds,16,24,113.16506184591313,113.50724734552351,20340.5,20340.5,290.96,True
AnonCreds,16,25,117.57939483133102,95.24435606519337,20340.5,20340.5,290.96,True
AnonCreds,16,26,101.73599957602835,101.47056644897002,20340.5,20340.5,290.96,True
AnonCreds,16,27,98.41764739992968,121.07957433520296,20340.5,20340.5,290.96,True
AnonCreds,16,28,107.21769629869421,108.00193004622508,20340.5,20340.5,290.96,True
AnonCreds,16,29,113.07726792897589,97.39704288051085,20340.5,20340.5,290.96,True
AnonCreds,16,30,112.36274131966982,110.98727457420937,20340.5,20340.5,290.96,True
AnonCreds,16,31,103.62297062339854,109.63292974629687,20340.5,20340.5,290.96,True
AnonCreds,16,32,124.51528731506464,110.65681452042995,20340.5,20340.5,290.96,True
AnonCreds,16,33,104.05478637805618,104.60485941622028,20340.5,20340.5,290.96,True
AnonCreds,16,34,115.27549052008459,123.16353370861502,20340.5,20340.5,290.96,True
AnonCreds,16,35,106.94080041854048,116.45894338731506,20340.5,20340.5,290.96,True
AnonCreds,16,36,110.25498648065533,116.8749589317325,20340.5,20340.5,290.96,True
AnonCreds,16,37,101.80646220556658,100.55553085882839,20340.5,20340.5,290.96,True
AnonCreds,16,38,112.94060891091665,99.29666290103935,20340.5,20340.5,290.96,True
AnonCreds,16,39,108.52541473438541,115.16767476172389,20340.5,20340.5,290.96,True
AnonCreds,16,40,115.77335643033996,126.19689814606231,20340.5,20340.5,290.96,True
AnonCreds,16,41,111.66024502215836,114.30382823251097,20340.5,20340.5,290.96,True
AnonCreds,16,42,105.41155978463125,99.2496937799148,20340.5,20340.5,290.96,True
AnonCreds,16,43,110.81569515197103,101.38028550527463,20340.5,20340.5,290.96,True
AnonCreds,16,44,118.64408450710697,113.23789869229026,20340.5,20340.5,290.96,True
AnonCreds,16,45,111.14179709185186,106.5008567417542,20340.5,20340.5,290.96,True
AnonCreds,16,46,103.64880332507721,94.46030166592803,20340.5,20340.5,290.96,True
AnonCreds,16,47,118.86052732067334,103.08321976567257,20340.5,20340.5,290.96,True
AnonCreds,16,48,104.57546118556911,108.04355716396925,20340.5,20340.5,290.96,True
AnonCreds,16,49,109.97011250105116,112.8082885068102,20340.5,20340.5,290.96,True
AnonCreds,16,50,117.69260715002078,104.57850002724867,20340.5,20340.5,290.96,True
AnonCreds,32,1,133.55900132729457,130.21436751468235,23419.5,23419.5,301.13,True
AnonCreds,32,2,131.4259604911723,132.97752412027748,23419.5,23419.5,301.13,True
AnonCreds,32,3,134.6340646173157,131.82945102005877,23419.5,23419.5,301.13,True
AnonCreds,32,4,135.9089501174577,146.4125131467654,23419.5,23419.5,301.13,True
AnonCreds,32,5,155.2567954988756,129.6472132748203,23419.5,23419.5,301.13,True
AnonCreds,32,6,153.51068791018588,133.63277397480186,23419.5,23419.5,301.13,True
AnonCreds,32,7,142.37571107182958,116.22438104022581,23419.5,23419.5,301.13,True
AnonCreds,32,8,128.06268946356573,132.00484261526734,23419.5,23419.5,301.13,True
AnonCreds,32,9,142.19769512951947,140.71952306504025,23419.5,23419.5,301.13,True
AnonCreds,32,10,146.61649713377733,126.41349007796912,23419.5,23419.5,301.13,True
AnonCreds,32,11,131.9820362973454,133.0435789272622,23419.5,23419.5,301.13,True
AnonCreds,32,12,133.01338287730752,141.5051578070987,23419.5,23419.5,301.13,True
AnonCreds,32,13,131.59130752595402,136.19682505386706,23419.5,23419.5,301.13,True
AnonCreds,32,14,136.43361995271724,136.08952854156752,23419.5,23419.5,301.13,True
AnonCreds,32,15,126.07481563568346,129.8700153456665,23419.5,23419.5,301.13,True
AnonCreds,32,16,129.93627273065215,135.4572926370016,23419.5,23419.5,301.13,True
AnonCreds,32,17,129.02864832981308,133.197473526353,23419.5,23419.5,301.13,True
AnonCreds,32,18,133.07819684906664,131.2577488366683,23419.5,23419.5,301.13,True
AnonCreds,32,19,134.25540455535824,134.30988824017265,23419.5,23419.5,301.13,True
AnonCreds,32,20,156.68785564184483,131.01308011438667,23419.5,23419.5,301.13,True
AnonCreds,32,21,133.51960403789752,137.14568437843687,23419.5,23419.5,301.13,True
AnonCreds,32,22,141.22501007490018,128.7062538377263,23419.5,23419.5,301.13,True
AnonCreds,32,23,164.12139650346063,132.25454804934378,23419.5,23419.5,301.13,True
AnonCreds,32,24,129.50028584396355,127.9945520678959,23419.5,23419.5,301.13,True
AnonCreds,32,25,119.72655597515681,138.29344881865353,23419.5,23419.5,301.13,True
AnonCreds,32,26,131.44063506650946,137.0520502827969,23419.5,23419.5,301.13,True
AnonCreds,32,27,135.65511662276108,124.2708429384267,23419.5,23419.5,301.13,True
AnonCreds,32,28,149.21970731744673,141.63899045854018,23419.5,23419.5,301.13,True
AnonCreds,32,29,139.63505965295883,136.54275123396067,23419.5,23419.5,301.13,True
AnonCreds,32,30,141.34443403511114,136.6701655515162,23419.5,23419.5,301.13,True
AnonCreds,32,31,139.7995709341686,139.0393057023571,23419.5,23419.5,301.13,True
AnonCreds,32,32,131.268189146079,129.5286334758173,23419.5,23419.5,301.13,True
AnonCreds,32,33,119.74075711225494,124.96577589633554,23419.5,23419.5,301.13,True
AnonCreds,32,34,139.5993091291702,136.68186310920063,23419.5,23419.5,301.13,True
AnonCreds,32,35,125.16078853910584,122.75098069085996,23419.5,23419.5,301.13,True
AnonCreds,32,36,133.98718894423163,129.71775290421556,23419.5,23419.5,301.13,True
AnonCreds,32,37,146.4423248360385,127.10371569108982,23419.5,23419.5,301.13,True
AnonCreds,32,38,132.39363260461354,136.2512446550875,23419.5,23419.5,301.13,True
AnonCreds,32,39,138.39301574541207,132.50990896170268,23419.5,23419.5,301.13,True
AnonCreds,32,40,123.5121773443115,130.5372936953415,23419.5,23419.5,301.13,True
AnonCreds,32,41,134.41532081956802,123.45137958622108,23419.5,23419.5,301.13,True
AnonCreds,32,42,145.82740686943558,125.51663564172853,23419.5,23419.5,301.13,True
AnonCreds,32,43,129.97380976706597,137.65498194768367,23419.5,23419.5,301.13,True
AnonCreds,32,44,151.45996886738877,130.09364775401394,23419.5,23419.5,301.13,True
AnonCreds,32,45,142.1568253182359,139.08477253544507,23419.5,23419.5,301.13,True
AnonCreds,32,46,143.38652297415743,138.73865947993704,23419.5,23419.5,301.13,True
AnonCreds,32,47,134.83014765045152,140.80087180447322,23419.5,23419.5,301.13,True
AnonCreds,32,48,141.0944487852405,125.11535517526045,23419.5,23419.5,301.13,True
AnonCreds,32,49,140.61273789800222,153.01891405886076,23419.5,23419.5,301.13,True
AnonCreds,32,50,132.81527445641777,125.7183471626775,23419.5,23419.5,301.13,True
AnonCreds,64,1,195.6107411964891,176.39960874669077,29573.0,29573.0,286.62,True
AnonCreds,64,2,192.55852804383096,182.81091269766043,29573.0,29573.0,286.62,True
AnonCreds,64,3,192.96668572307604,184.99558882235226,29573.0,29573.0,286.62,True
AnonCreds,64,4,191.20211580693612,183.3081219310214,29573.0,29573.0,286.62,True
AnonCreds,64,5,191.59938290974736,192.15443485687302,29573.0,29573.0,286.62,True
AnonCreds,64,6,189.63529481130428,192.87017277018074,29573.0,29573.0,286.62,True
AnonCreds,64,7,204.22019103507307,175.75970876548905,29573.0,29573.0,286.62,True
AnonCreds,64,8,194.36759333140444,202.600526285102,29573.0,29573.0,286.62,True
AnonCreds,64,9,187.84330001317744,185.91858519243348,29573.0,29573.0,286.62,True
AnonCreds,64,10,194.4606917294481,187.92590248014844,29573.0,29573.0,286.62,True
AnonCreds,64,11,193.05303347784667,187.6643707224613,29573.0,29573.0,286.62,True
AnonCreds,64,12,193.72321825758254,194.42154996370476,29573.0,29573.0,286.62,True
AnonCreds,64,13,183.6150702042368,182.76372583471354,29573.0,29573.0,286.62,True
AnonCreds,64,14,183.96235250766244,181.3517306286553,29573.0,29573.0,286.62,True
AnonCreds,64,15,200.84373144860024,195.18309613802288,29573.0,29573.0,286.62,True
AnonCreds,64,16,193.7120316567238,183.43968755099056,29573.0,29573.0,286.62,True
AnonCreds,64,17,191.58516263966266,198.24723707296408,29573.0,29573.0,286.62,True
AnonCreds,64,18,193.3909367895398,191.36369009539797,29573.0,29573.0,286.62,True
AnonCreds,64,19,189.20051995974487,179.70856982808294,29573.0,29573.0,286.62,True
AnonCreds,64,20,180.0093211430225,193.99985144393693,29573.0,29573.0,286.62,True
AnonCreds,64,21,186.05502039084752,194.79479962471527,29573.0,29573.0,286.62,True
AnonCreds,64,22,182.237329135488,189.77930657070277,29573.0,29573.0,286.62,True
AnonCreds,64,23,181.8240646672135,195.352634124672,29573.0,29573.0,286.62,True
AnonCreds,64,24,190.9609725096764,196.38866481104174,29573.0,29573.0,286.62,True
AnonCreds,64,25,181.7594297093719,193.58379006381136,29573.0,29573.0,286.62,True
AnonCreds,64,26,191.23749117923148,207.20093814291744,29573.0,29573.0,286.62,True
AnonCreds,64,27,191.42057274596283,177.54659973228047,29573.0,29573.0,286.62,True
AnonCreds,64,28,199.57640118999169,187.02494809533107,29573.0,29573.0,286.62,True
AnonCreds,64,29,184.68273580768877,190.83670605766756,29573.0,29573.0,286.62,True
AnonCreds,64,30,202.4206098351156,190.58330096987103,29573.0,29573.0,286.62,True
AnonCreds,64,31,197.9974295911592,185.99762190650378,29573.0,29573.0,286.62,True
AnonCreds,64,32,192.76040625485717,199.2924224287946,29573.0,29573.0,286.62,True
AnonCreds,64,33,194.42574603546535,180.55466774722998,29573.0,29573.0,286.62,True
AnonCreds,64,34,192.78002851640474,201.28906164563298,29573.0,29573.0,286.62,True
AnonCreds,64,35,183.30034123585156,184.82811461378353,29573.0,29573.0,286.62,True
AnonCreds,64,36,194.10358283667856,180.5982670757819,29573.0,29573.0,286.62,True
AnonCreds,64,37,200.73575851497782,183.20663681526906,29573.0,29573.0,286.62,True
AnonCreds,64,38,195.1313361302547,189.81517624294526,29573.0,29573.0,286.62,True
AnonCreds,64,39,186.00098971972815,180.46217164414008,29573.0,29573.0,286.62,True
AnonCreds,64,40,189.93984359576214,190.50742724437185,29573.0,29573.0,286.62,True
AnonCreds,64,41,196.83549896442673,177.10095101425537,29573.0,29573.0,286.62,True
AnonCreds,64,42,186.06469249447386,189.37320592961342,29573.0,29573.0,286.62,True
AnonCreds,64,43,195.74561517480205,193.10532809458022,29573.0,29573.0,286.62,True
AnonCreds,64,44,183.6074198986432,190.9956171658562,29573.0,29573.0,286.62,True
AnonCreds,64,45,195.63722867906472,181.3418607095995,29573.0,29573.0,286.62,True
AnonCreds,64,46,187.4989429591953,191.45310455075636,29573.0,29573.0,286.62,True
AnonCreds,64,47,191.4012024260046,183.90947926372354,29573.0,29573.0,286.62,True
AnonCreds,64,48,200.83451947465963,182.72521134020053,29573.0,29573.0,286.62,True
AnonCreds,64,49,180.3509498408822,170.51086109845033,29573.0,29573.0,286.62,True
AnonCreds,64,50,183.41500792477012,191.03187198446508,29573.0,29573.0,286.62,True
BBS,4,1,70.30102424576722,52.18773234407095,447.0,477.0,144.37,True
BBS,4,2,75.6020471474039,52.853092012392985,447.0,477.0,144.37,True
BBS,4,3,80.21177636307965,45.44913221208608,447.0,477.0,144.37,True
BBS,4,4,77.88646774227817,50.57351885366685,447.0,477.0,144.37,True
BBS,4,5,72.65143090541436,47.70819278671205,447.0,477.0,144.37,True
BBS,4,6,84.07912379416425,51.793272174313486,447.0,477.0,144.37,True
BBS,4,7,77.16856137634157,56.32158039564665,447.0,477.0,144.37,True
BBS,4,8,81.6496851787104,52.899614381138505,447.0,477.0,144.37,True
BBS,4,9,86.39531968324854,48.81115664070578,447.0,477.0,144.37,True
BBS,4,10,68.28701815846067,54.085904550376796,447.0,477.0,144.37,True
BBS,4,11,72.00201700995642,54.165274418052356,447.0,477.0,144.37,True
BBS,4,12,70.75359889256401,50.7909633368546,447.0,477.0,144.37,True
BBS,4,13,73.77425728959416,49.15515313789444,447.0,477.0,144.37,True
BBS,4,14,69.60621080186411,52.92886925833213,447.0,477.0,144.37,True
BBS,4,15,72.48388032616181,53.43524661008508,447.0,477.0,144.37,True
BBS,4,16,79.43337038126117,48.13161013478478,447.0,477.0,144.37,True
BBS,4,17,67.13134239499911,54.13010971845065,447.0,477.0,144.37,True
BBS,4,18,75.48058628041541,48.99217979350054,447.0,477.0,144.37,True
BBS,4,19,78.03524996642206,56.01102372985418,447.0,477.0,144.37,True
BBS,4,20,82.53770916283068,47.82756198835538,447.0,477.0,144.37,True
BBS,4,21,72.66439895627799,53.071366122048396,447.0,477.0,144.37,True
BBS,4,22,70.63956205617829,57.50904458141817,447.0,477.0,144.37,True
BBS,4,23,75.5389533278831,49.56717998345638,447.0,477.0,144.37,True
BBS,4,24,72.54821338144392,48.80007823872966,447.0,477.0,144.37,True
BBS,4,25,77.8383043455309,54.138315287143875,447.0,477.0,144.37,True
BBS,4,26,64.89145694402019,48.986414650565706,447.0,477.0,144.37,True
BBS,4,27,84.3057745498617,50.40967185725619,447.0,477.0,144.37,True
BBS,4,28,72.20474284329256,52.5055537626937,447.0,477.0,144.37,True
BBS,4,29,75.49445977199792,57.883211835607824,447.0,477.0,144.37,True
BBS,4,30,63.49415261617632,49.38491762033402,447.0,477.0,144.37,True
BBS,4,31,71.93956291436855,47.313269309393675,447.0,477.0,144.37,True
BBS,4,32,79.5084015478014,49.08727458752062,447.0,477.0,144.37,True
BBS,4,33,79.98563945730768,51.33904110607693,447.0,477.0,144.37,True
BBS,4,34,74.03745647476102,53.462755471221016,447.0,477.0,144.37,True
BBS,4,35,74.04113192626808,56.51559526391912,447.0,477.0,144.37,True
BBS,4,36,81.3998182619527,49.474713707708524,447.0,477.0,144.37,True
BBS,4,37,71.42335229754686,50.766021059531816,447.0,477.0,144.37,True
BBS,4,38,72.62478066226015,52.67555577896712,447.0,477.0,144.37,True
BBS,4,39,72.15849359340592,49.27942860444797,447.0,477.0,144.37,True
BBS,4,40,74.24973904994381,49.31487890204327,447.0,477.0,144.37,True
BBS,4,41,80.82502226591166,56.53608957467086,447.0,477.0,144.37,True
BBS,4,42,81.64775004701288,53.95645331225532,447.0,477.0,144.37,True
BBS,4,43,73.85071694806479,53.60704844515642,447.0,477.0,144.37,True
BBS,4,44,65.29648497480144,53.11791222261105,447.0,477.0,144.37,True
BBS,4,45,79.39451018087507,51.99742852259912,447.0,477.0,144.37,True
BBS,4,46,72.20718414671126,48.76133579885772,447.0,477.0,144.37,True
BBS,4,47,82.03382444075422,54.992965719047874,447.0,477.0,144.37,True
BBS,4,48,70.66902976109816,52.464073076020675,447.0,477.0,144.37,True
BBS,4,49,71.2515961334509,43.572651963640666,447.0,477.0,144.37,True
BBS,4,50,86.80120582641085,47.49351072841161,447.0,477.0,144.37,True
BBS,8,1,88.84606429147297,61.46441738615501,576.0,606.0,144.38,True
BBS,8,2,103.05665851927125,51.56718559020972,576.0,606.0,144.38,True
BBS,8,3,85.0112995283357,52.005260129148624,576.0,606.0,144.38,True
BBS,8,4,97.8180876737548,59.35560502807216,576.0,606.0,144.38,True
BBS,8,5,94.59836935638353,61.24525549166724,576.0,606.0,144.38,True
BBS,8,6,96.92375490430872,47.40129342409564,576.0,606.0,144.38,True
BBS,8,7,96.16844631690137,56.60177886276788,576.0,606.0,144.38,True
BBS,8,8,93.61402758361186,65.5172881149176,576.0,606.0,144.38,True
BBS,8,9,97.42734197551452,62.01977317714863,576.0,606.0,144.38,True
BBS,8,10,93.27591847751022,62.98310576579952,576.0,606.0,144.38,True
BBS,8,11,93.6125399501892,58.97299088040923,576.0,606.0,144.38,True
BBS,8,12,102.08800642116242,43.811037228959115,576.0,606.0,144.38,True
BBS,8,13,101.6766809968052,54.40057735876937,576.0,606.0,144.38,True
BBS,8,14,101.7467996667835,60.118428537159915,576.0,606.0,144.38,True
BBS,8,15,97.29781566068719,50.786789606696516,576.0,606.0,144.38,True
BBS,8,16,92.79954188369462,60.1728657187139,576.0,606.0,144.38,True
BBS,8,17,83.51606862763708,61.039362712656875,576.0,606.0,144.38,True
BBS,8,18,93.5782017799667,63.73403144360994,576.0,606.0,144.38,True
BBS,8,19,97.27289463116894,58.017397323774595,576.0,606.0,144.38,True
BBS,8,20,96.26250243633132,68.26328851171752,576.0,606.0,144.38,True
BBS,8,21,90.00938803023548,59.74347452263532,576.0,606.0,144.38,True
BBS,8,22,92.95680767855318,62.36283654624496,576.0,606.0,144.38,True
BBS,8,23,93.93885600005233,54.344421993809696,576.0,606.0,144.38,True
BBS,8,24,94.15410005717298,65.84007644328913,576.0,606.0,144.38,True
BBS,8,25,100.97035889478175,56.198590261298136,576.0,606.0,144.38,True
BBS,8,26,93.76993299176215,56.54875475566803,576.0,606.0,144.38,True
BBS,8,27,93.93429696113414,51.63707175202607,576.0,606.0,144.38,True
BBS,8,28,89.64363220635214,63.43000437564051,576.0,606.0,144.38,True
BBS,8,29,94.6102141811699,61.8470956976343,576.0,606.0,144.38,True
BBS,8,30,84.5667219121601,51.999828492827945,576.0,606.0,144.38,True
BBS,8,31,93.5373626734616,53.57831040825575,576.0,606.0,144.38,True
BBS,8,32,104.0933160902476,54.2320461987478,576.0,606.0,144.38,True
